"Time [ms]","Moving1.Torque [NewtonMeter]"
0,0
0.0005,-1.76650712737678E-011
0.001,-7.32803195104224E-009
0.051,0.000683280861617828
0.101,0.00563255410466605
0.151,0.0184269908219901
0.201,0.0446618738168178
0.251,0.0843384408075538
0.301,0.141918559680757
0.351,0.213413479929061
0.401,0.301380043357182
0.451,0.398564409828037
0.501,0.51100856952019
0.551,0.638336204985527
0.601,0.75869399834942
0.651,0.893931608785972
0.701,1.04342931332057
0.751,1.1899476281575
0.801,1.34029777133198
0.851,1.49112270877682
0.901,1.64792658507153
0.951,1.80382532111904
1.001,1.94902389004719
1.051,2.11096947878425
1.101,2.22176187731752
1.151,2.34897496292475
1.17465,2.39977641706817
1.17515,2.40096893751343
1.17565,2.39679741510211
1.22565,2.0012696035599
1.25855,1.79011373367241
1.25905,1.78728956852966
1.25955,1.78417617598401
1.30955,1.48532894845376
1.35955,1.21817338747754
1.40955,1.00681260472308
1.45955,0.839645770826387
1.50955,0.717608553933677
1.55955,0.643361450583026
1.60955,0.616195343238119
1.65955,0.630119508231631
1.70955,0.68010922930404
1.75955,0.768135011808022
1.80955,0.885008410615715
1.85955,1.00664738146016
1.90955,1.15466891973723
1.95955,1.29134930747371
2.00955,1.46598599469749
2.05955,1.62984329150181
2.10955,1.80625467692527
2.15955,1.97246554390292
2.20955,2.1297969797657
2.25955,2.29087755357857
2.30955,2.43764171814396
2.35955,2.57867345071014
2.40955,2.71217315101152
2.4332,2.7613330059474
2.4337,2.7622322305105
2.4342,2.75718218463285
2.4842,2.31242042902585
2.5171,2.06174869414684
2.5176,2.0581662143947
2.5181,2.05460214462241
2.5681,1.71673825853426
2.6181,1.3889026268119
2.6681,1.14081717110104
2.7181,0.945707281213706
2.7681,0.768109634572739
2.8181,0.656603682991677
2.8681,0.57952423802636
2.9181,0.538364346416483
2.9681,0.546284353946936
3.0181,0.574383050702523
3.0681,0.627470154366841
3.1181,0.714155286316512
3.1681,0.810337392020074
3.2181,0.943654807150893
3.2681,1.06621859036607
3.3181,1.19730248070215
3.3681,1.33707122144431
3.4181,1.47612713685088
3.4681,1.60425597699457
3.5181,1.72855540743104
3.5681,1.83952875108696
3.6181,1.95673614686005
3.6681,2.06514797657938
3.69175,2.10671290417216
3.69225,2.10767155867217
3.69275,2.10390250751281
3.74275,1.75958197422184
3.77565,1.55797591248678
3.77615,1.55501971129922
3.77665,1.55207329539454
3.82665,1.27776451386197
3.87665,1.03515089506691
3.92665000000001,0.838534748239938
3.97665000000001,0.681726432671321
4.02665,0.557169379915358
4.07665,0.476754536730707
4.12665,0.436246352382246
4.17665,0.430682531250171
4.22665,0.457213508036294
4.27665,0.515298698677369
4.32665,0.600447098040956
4.37665,0.697276391973809
4.42665,0.817883003373591
4.47665,0.956890989434705
4.52665,1.10092746761982
4.57665,1.23989091301267
4.62665,1.39221044319876
4.67665,1.54403091908466
4.72665,1.70362384404702
4.77665,1.83968376845291
4.82665,2.00343838598455
4.87665,2.11025960438729
4.92665,2.24067883845014
4.95035,2.2972621686259
4.95085,2.29825068734023
4.95135,2.29398954078127
5.00135,1.90914784587379
5.03425,1.70482285812703
5.03475,1.70191870492263
5.03525,1.69889255128856
5.08525,1.41186442366355
5.13525,1.15069123851014
5.18525,0.939514327344573
5.23525,0.771803525833292
5.28525,0.638885943184977
5.33525,0.555158281379692
5.38525,0.512934852802798
5.43524999999999,0.511068455603765
5.48524999999999,0.546083429108456
