"Time [ms]","Moving1.Torque [NewtonMeter]"
0,0
0.0005,-2.16696501813535E-011
0.001,-1.90334236555092E-009
0.051,3.36433957507639E-005
0.101,0.000982420755993497
0.151,0.00329869987020398
0.201,0.00669568048126903
0.251,0.0126576261876699
0.301,0.0209843918113023
0.351,0.0340766064839799
0.401,0.0490430068466211
0.451,0.0649986670349718
0.501,0.0871993092151537
0.551,0.114113227274329
0.601,0.129241545578146
0.651,0.148709170027433
0.701,0.165190036776417
0.751,0.236692947287806
0.801,0.277979879101339
0.851,0.374581141212728
0.901,0.423008617942704
0.951,0.410686365922084
1.001,0.48874681701053
1.051,0.499946848388412
1.101,0.594668796741923
1.151,0.676536594463432
1.17465,0.688315322799999
1.17515,0.687893138412453
1.17565,0.685857573316084
1.22565,0.562249781439808
1.25855,0.509857465864416
1.25905,0.508960461708953
1.25955,0.507813952809711
1.30955,0.410807805972978
1.35955,0.328630153034707
1.40955,0.28639417011992
1.45955,0.275440733247806
1.50955,0.2974625702669
1.55955,0.352410315567937
1.60955,0.436240581923062
1.65955,0.550520107081095
1.70955,0.694417360297834
1.75955,0.881074871699136
1.80955,1.09822334618979
1.85955,1.29860839052817
1.90955,1.5174750879519
1.95955,1.72643883934092
2.00955,1.96581977114295
2.05955,2.12707264190873
2.10955,2.43310399513069
2.15955,2.67706105084505
2.20955,2.89194200370624
2.25955,3.08700160665629
2.30955,3.28730777322853
2.35955,3.49516108906961
2.40955,3.67660744840893
2.4332,3.7614074994965
2.4337,3.7630672292154
2.4342,3.7567350716504
2.4842,3.18491232653369
2.5171,2.84857842432207
2.5176,2.84359138068165
2.5181,2.83857474878626
2.5681,2.35200378874257
2.6181,1.90343799920734
2.6681,1.52023524941809
2.7181,1.19013482930919
2.7681,0.884715922888437
2.8181,0.635193751481383
2.8681,0.422870474690536
2.9181,0.245928476351165
2.9681,0.101579651779079
3.0181,-0.0137027379832239
3.0681,-0.0935765919068012
3.1181,-0.16562131147911
3.1681,-0.210217054188503
3.2181,-0.222326886111017
3.2681,-0.240284369702582
3.3181,-0.255632906703818
3.3681,-0.286951266274785
3.4181,-0.32114729775456
3.4681,-0.348961738924354
3.5181,-0.385480976486055
3.5681,-0.422289293437214
3.6181,-0.486495172271214
3.6681,-0.517628862193752
3.69175,-0.541105672573381
3.69225,-0.541787749498866
3.69275,-0.541174556697049
3.74275,-0.516096173236323
3.77565,-0.462763649974983
3.77615,-0.461593441273296
3.77665,-0.460655013004551
3.82665,-0.379349303324488
3.87665,-0.344707764776941
3.92665000000001,-0.310715840767638
3.97665000000001,-0.266119620014082
4.02665,-0.221286111061863
4.07665,-0.174735406069268
4.12665,-0.128613308111384
4.17665,-0.0841307591223976
4.22665,-0.0415328394579212
4.27665,0.00208173202700173
4.32665,0.0439488111972272
4.37665,0.0777892072420888
4.42665,0.112323440273868
4.47665,0.132072005391082
4.52665,0.183989616511156
4.57665,0.231566195414069
4.62665,0.327360098205538
4.67665,0.375279733052644
4.72665,0.350533777703892
4.77665,0.434861842752647
4.82665,0.452951136730631
4.87665,0.523096326416584
4.92665,0.601560368113888
4.95035,0.613218774752293
4.95085,0.612932820419565
4.95135,0.611047904530841
5.00135,0.493667130608604
5.03425,0.443884997727729
5.03475,0.443081425509944
5.03525,0.442457430429121
5.08525,0.388957875988644
5.13525,0.330012747280336
5.18525,0.293733925293737
5.23525,0.273532583176305
5.28525,0.269460566524087
5.33525,0.28307659435501
5.38525,0.314549876507809
