"Time [ms]","Current(PhaseA) [A]","Current(PhaseB) [A]","Current(PhaseC) [A]","Current(PhaseD) [A]"
0,0,0,0,0
0.0005,0.000146598736770671,0.000146333600715448,0.000145648664367069,0.000146672901762938
0.001,0.0171973628995123,0.000128164495475127,0.000147858076719749,0.000167641794464637
0.051,1.67033034352547,0.000128644972075045,0.000147887693423134,0.000167312249639428
0.101,3.27283152524458,0.000129496499577285,0.000147872800298948,0.000167015733095233
0.151,4.82461945372895,0.000130217670134902,0.00014785978262568,0.000166592986884233
0.201,6.32682994967313,0.000130753257317246,0.00014785870594303,0.00016594731576063
0.251,7.78696807996598,0.000131808318078462,0.000147859047545968,0.000166058718222323
0.301,9.19843857783466,0.00013238146888582,0.000147830971539444,0.000165203968204388
0.351,10.5567367036811,0.000132991656817584,0.000147840165206438,0.000164916334474982
0.401,11.8836783777873,0.000133594762439424,0.000147847947479318,0.000164687146157301
0.451,13.1587774999519,0.000134520713823996,0.000147842971515518,0.000164368217698983
0.501,14.3832492835836,0.000135015723654062,0.000147834955729373,0.000163901062630777
0.551,15.5857168123556,0.000134950911018505,0.000147827244624378,0.00016325004842628
0.601,16.7423853810767,0.000136745751921108,0.000147806679402353,0.000163470520788754
0.651,17.8606673206644,0.000136800205587223,0.000147804571012726,0.000162643690948159
0.701,18.9503605854865,0.00013692537594856,0.000147813665752791,0.000161832402599682
0.751,20.0011604042415,0.000138087436473548,0.000147811322132218,0.000162216919692388
0.801,21.0171954972214,0.000138470927144905,0.000147827740401474,0.000161292721437495
0.851,21.9754962894912,0.000138821368262894,0.00014783323354741,0.000161260967986944
0.901,22.935777061988,0.000138951171827194,0.000147839639595783,0.000160686848986839
0.951,23.8386955969736,0.000140036937449105,0.000147831751101968,0.000160841823398291
1.001,24.7076719264499,0.000140233080638931,0.000147830773783353,0.000160261852194151
1.051,25.5603261898617,0.000139485684669225,0.000147842926546116,0.000159199368871858
1.101,26.3892638634087,0.000141813734410663,0.000147823301834598,0.000159949161370787
1.151,27.1839901048093,0.00014131024024688,0.000147838222994571,0.000158589533093309
1.17465,27.5451025300932,0.000141464472241697,0.000147827129822766,0.000158594907626902
1.17515,27.5531669158227,0.000141423691188942,0.000147836079667708,0.00015854875853998
1.17565,27.5275988694866,0.00017510229165443,0.000148027746828645,0.000116592670896079
1.22565,25.0485630219711,0.000173554946731391,0.000148032760181694,0.00011687220038182
1.25855,23.4540957682142,0.000174713876456018,0.000147998749053508,0.000118122913917441
1.25905,23.4306829923728,0.000173797509500492,0.000147327283817346,0.000118712428967811
1.25955,23.4044369255783,0.0163601366157078,0.000156126467275446,0.000116984051477869
1.30955,20.8998819537545,1.57717271351578,0.000155818345966481,0.00011620483339909
1.35955,18.473968521022,3.0748381715381,0.000155275371906665,0.000116929863639877
1.40955,16.1513239001332,4.5116062787066,0.000154676687919823,0.000117541068615843
1.45955,13.8990688161722,5.89476547344314,0.000154395529577069,0.000118421375391139
1.50955,11.7182415722163,7.2115360353464,0.000154357960446031,0.00011970732389512
