"Time [ms]","Current(PhaseA) [A]","Current(PhaseB) [A]","Current(PhaseC) [A]","Current(PhaseD) [A]"
0,0,0,0,0
0.0005,0.000146496671166526,0.00014607877473437,0.000144331606649255,0.000146345000508031
0.001,0.0159425361390478,0.000133542780105549,0.000147804594440534,0.00016224249424236
0.051,1.55093002028175,0.000133866267808831,0.000147878355207465,0.000162111894198122
0.101,3.04159063605776,0.000134565451032105,0.000147843829747996,0.000161987602445899
0.151,4.4868392749627,0.000135132793573974,0.000147812838418785,0.000161781546777929
0.201,5.88683721527964,0.000135561765669378,0.000147802940951041,0.000161377675724413
0.251,7.24866299511737,0.000136419000711042,0.000147799694295382,0.000161593278802014
0.301,8.56465780609574,0.000136879576734134,0.000147747047249254,0.000160979969967058
0.351,9.83043688943159,0.000137363998468847,0.000147762269179599,0.00016084307103382
0.401,11.0675738311494,0.000137840392567229,0.000147775254185701,0.000160752657640431
0.451,12.2544551066446,0.000138601585384614,0.000147758649342165,0.000160557618537276
0.501,13.3918969445787,0.000139021547139165,0.000147740650929675,0.000160228739328946
0.551,14.507465721419,0.000138941197255218,0.000147723438542586,0.000159788896256632
0.601,15.5793656648244,0.000140457927779834,0.000147685561353232,0.000160022749541608
0.651,16.6109125315565,0.000140442238216377,0.000147690356090008,0.000159437869069489
0.701,17.6089384226798,0.000140507813969776,0.000147714657151123,0.000158831974300203
0.751,18.5798598381118,0.000141523230094252,0.000147712298690942,0.000159317377854365
0.801,19.5110733031486,0.000141781844431327,0.000147740489857719,0.000158631694285919
0.851,20.388670400858,0.000142025238068706,0.000147743549684727,0.000158566358957034
0.901,21.2664770189338,0.000142110875838407,0.000147748838211751,0.000158225532772377
0.951,22.0917080393253,0.000142945812082544,0.000147732579525366,0.000158455446937246
1.001,22.879513432855,0.000143015895075304,0.000147732799262757,0.000158018600923686
1.051,23.6463709289293,0.000142506184815898,0.000147749550985003,0.000156988298528059
1.101,24.4051723489177,0.000144035567943171,0.000147716693302787,0.000158121119101468
1.151,25.1239347781975,0.000143693591548354,0.000147741325326225,0.000156652134915419
1.17465,25.4493678693612,0.000143849492452253,0.00014773211962452,0.00015649296987571
1.17515,25.4567463493921,0.000143944878273849,0.000147737654038924,0.000156648614630068
1.17565,25.4338997878227,0.000166273147896068,0.000148261404485639,0.000125153673886945
1.22565,23.2099205036725,0.00016500965352543,0.000148254738210057,0.000125154328894644
1.25855,21.7781666660844,0.00016596058019698,0.000148185499362787,0.000126135981819401
1.25905,21.7575378543355,0.000164257437063938,0.000146952153831446,0.000127243633399174
1.25955,21.7346810934371,0.0135592750750186,0.000153615029102484,0.000126171303284153
1.30955,19.5452472523075,1.31160021636014,0.000153489065196469,0.000125268887670497
1.35955,17.4280467795814,2.55842249907222,0.00015296270161871,0.000125790545335234
1.40955,15.4006798551294,3.75793103972407,0.000152654798440761,0.000126163673642359
1.45955,13.428448840122,4.91156627040064,0.00015219301156494,0.000126026873050909
1.50955,11.5172498593307,6.01194196877258,0.000152379129519766,0.000126847905750945
1.55955,9.68163016140651,7.05832269855845,0.00015243445658425,0.000127246671428911
1.60955,7.91863283834402,8.04537998999837,0.000152472870471548,0.000128727912760448
1.65955,6.21342081803377,8.97729040602083,0.000152114109411296,0.000129027717051531
1.70955,4.57111834763338,9.84405354216182,0.000151649998142198,0.000129657976330143
1.75955,2.99867522813883,10.6187089069833,0.000151109398193964,0.000130832246473644
1.80955,1.48310650460336,11.3649646999476,0.00015005498629964,0.000130923554927023
1.85955,0.0210514125809014,12.0388807246055,0.000149855342142328,0.000131508287875245
1.90955,0.000146093181571397,12.5864777153916,0.000149556693516628,0.000147730823046406
1.95955,0.000144235418286759,13.090139163981,0.000149652198683373,0.000147972544584169
2.00955,0.000144350341370129,13.5530474764205,0.000149611299221098,0.00014796913474589
2.05955,0.000144047597465411,13.9937749385953,0.000149371803687712,0.000147956336238341
2.10955,0.000145225104332639,14.3866873549804,0.000149551985297614,0.000147967159849058
2.15955,0.00014481450922843,14.7660755026951,0.000149495693624547,0.000147954958291202
2.20955,0.000144766532509477,15.1130760209272,0.000149445231020586,0.00014794865586996
2.25955,0.000145202940051823,15.447450654275,0.000149627690805668,0.000147964291038924
2.30955,0.00014524902102413,15.7490321679297,0.000149658462016988,0.000147956735727063
2.35955,0.000145080023804901,16.0346541698877,0.00014982941641609,0.000147966725214693
2.40955,0.00014515258650927,16.3009973828337,0.000149854084747262,0.000147966054343416
2.4332,0.000145347771108989,16.4322745990028,0.000150066181885614,0.000147980376459298
2.4337,0.000145121728993365,16.4348119906913,0.000150273492833605,0.000147974374058627
2.4342,0.000158222501307942,16.4191886421881,0.000143373403996847,0.000147640774704829
2.4842,0.000158060737234697,14.9344172626949,0.000143289070273883,0.000147636436727394
2.5171,0.000157257240780841,14.0227843063202,0.00014360380219873,0.000147678514016681
2.5176,0.000156971679127562,14.0094488721873,0.000143659223242971,0.00014768507725727
2.5181,0.000156950444947044,13.9963236764275,0.0118008898971095,0.000156472209399182
2.5681,0.000156366075089618,12.740720712008,1.15646342688828,0.00015643601700687
2.6181,0.000156436020913106,11.5528087364565,2.28567496307773,0.000156339256910542
2.6681,0.000155624967594289,10.457272038396,3.39406635643181,0.000156308052183813
2.7181,0.000154979373155272,9.43888469041018,4.48365365343225,0.000156383554268814
2.7681,0.000155260998105707,8.44311742857957,5.55406067746551,0.000156137444015513
2.8181,0.000154636893136314,7.53126110584994,6.60118426896313,0.000156161795435862
2.8681,0.000154490978044006,6.65752920302685,7.62153692907081,0.000156238629827651
2.9181,0.000154578797784316,5.81662183279178,8.63213619040973,0.000156467620041013
2.9681,0.000154431517065193,5.0235937164262,9.61073178331539,0.000156264329875558
3.0181,0.000154191570439247,4.26166497567141,10.5660745597999,0.000156327728849301
3.0681,0.000153835274990317,3.54087540088797,11.4949868972784,0.000156595120769888
3.1181,0.000153825183660537,2.84673039626982,12.4164118613845,0.000155738127031589
3.1681,0.000153327584210787,2.18928507981002,13.3038140662546,0.000155858252561867
3.2181,0.000152982434990563,1.55945767805386,14.1631535375467,0.000155987688258595
3.2681,0.0001528875317215,0.950868599301867,15.0235072837457,0.000155533554006044
3.3181,0.000152790568874692,0.364609535781597,15.8520517989064,0.000155658513100872
3.3681,0.000150914701041948,0.000247963338097734,16.6582714296356,0.000155819381728773
3.4181,0.000147892635789467,0.000155835728191299,17.491578646592,0.000156089882331875
3.4681,0.000147885999880164,0.000156284160863231,18.2886983330079,0.000155643651419132
3.5181,0.000147887936075598,0.000156392494382497,19.0663699896623,0.000155875613487719
3.5681,0.000147886298918569,0.000156116729734507,19.8415651608738,0.000156714860443537
3.6181,0.000147887572180193,0.000157064524706546,20.6166259332578,0.000155145066005473
3.6681,0.000147884495917946,0.00015637521722181,21.3732769420887,0.000155879812195014
3.69175,0.000147878881055206,0.000156463014160458,21.7288378105681,0.000156090791895117
3.69225,0.000147869328689639,0.000155825846731754,21.7362855736438,0.000156098201255061
3.69275,0.000147950090773577,0.000138792743250013,21.7190941614114,0.000134762012471393
3.74275,0.00014795276252976,0.000138925724624116,20.0513339118185,0.00013511109275397
3.77565,0.000147947389876918,0.000139591236951781,18.9838063344905,0.000134358331379691
3.77615,0.000147930701249745,0.000138779633002521,18.9684236471598,0.000134202213932958
3.77665,0.000160838345536041,0.000139727277908357,18.9529847202365,0.0145549083448797
3.82665,0.000160557715500839,0.000138646660553492,17.4568300236565,1.41958084215792
3.87665,0.000159920954510403,0.000138648835129546,15.9941866978995,2.78761392680092
3.92665000000001,0.000159365946723401,0.000138543381236962,14.5793547478379,4.11338789469328
3.97665000000001,0.000158854054604486,0.000138234423811381,13.1800353377868,5.40154504994042
4.02665,0.000158361803867984,0.00013791958403629,11.8090335149113,6.6496731081947
4.07665,0.000158066385905073,0.000136774870446541,10.4638437481501,7.86400202746475
4.12665,0.000157962167228156,0.000136773594228939,9.1437802048325,9.03163253816264
4.17665,0.000157483659628443,0.000136169465807884,7.84151226415857,10.1743752684474
4.22665,0.000156744218810992,0.000136138876832471,6.56806391185506,11.2783156922031
4.27665,0.000156623223612966,0.000136459081563746,5.30854983056518,12.3357055802703
4.32665,0.000155923290996544,0.000136736312907573,4.0710735128489,13.3669369606288
4.37665,0.000155511478083906,0.000137260677468105,2.85058913577274,14.3564212442526
4.42665,0.000154619813321704,0.000137816864028463,1.65196432202667,15.3042285431472
4.47665,0.000154673114975493,0.000138054724458203,0.467261783842197,16.2242760897042
4.52665,0.000154933072045942,0.000143867980771262,0.000215074416143768,17.1761185673135
4.57665,0.000154175260961108,0.000147706751291031,0.000159786508762695,18.141666976739
4.62665,0.000154541934199813,0.000147749308138708,0.000158044584296803,19.0702691103961
4.67665,0.000153677567314217,0.000147734852412653,0.000158690403261332,19.9803777794416
4.72665,0.000153094236517966,0.000147723593994866,0.000158996999687144,20.8597487598757
4.77665,0.000153357264599135,0.00014774037938261,0.000157455030988857,21.6748445191861
4.82665,0.000152714293337808,0.000147741446112355,0.000157896741710989,22.5063439435303
4.87665,0.000152993907518782,0.000147741882699283,0.000157796380253436,23.282267354978
4.92665,0.000152044382968292,0.000147734736614223,0.000157359610579916,24.0277706780256
4.95035,0.00015284585739094,0.000147756706780749,0.000156882955856632,24.3736689151285
4.95085,0.000153629756646584,0.00014768195301489,0.000156557813537949,24.381026023222
4.95135,0.000131384975971773,0.000148237794233251,0.000124949244783357,24.3581025857855
5.00135,0.000130415919839957,0.000148214928753249,0.000125635252887929,22.1669392817797
5.03425,0.000131285594774647,0.000148190243658286,0.000126263639043223,20.7578940678423
5.03475,0.000131545184787282,0.000147452464938205,0.000126227749995794,20.7376451346345
5.03525,0.0107365242852527,0.000143827236817872,0.000126326156502263,20.7170739227893
5.08525,1.05129000209321,0.000143903532311875,0.000127428885596093,18.7092960247393
5.13525,2.06861016185623,0.000144171534863904,0.000127078491673547,16.7826185572381
5.18525,3.05186987643565,0.000144533157121715,0.000128080325270585,14.9155387277318
5.23525,3.99788862350279,0.00014452638419253,0.00012883140032069,13.1149164186593
5.28525,4.92051261146431,0.000144302161035447,0.000128095208336946,11.3541042022392
5.33525,5.80042648125248,0.000144378081835977,0.000128991499520858,9.66948497450011
5.38525,6.63589040964408,0.000144512020278226,0.000129462109857048,8.02918720099918
5.43524999999999,7.43332901100176,0.000144768883912956,0.000129807509206446,6.4364540056771
5.48524999999999,8.17847534400213,0.000145173618890014,0.000130380311245976,4.89918431225763
5.53524999999999,8.86661275341922,0.000145569549706864,0.000131062480701093,3.41064192625395
5.58524999999999,9.51657777089667,0.000145892926552637,0.000131735550089436,1.96843886987499
5.63524999999999,10.1210674850033,0.000146328500720255,0.000132204802136608,0.576770359661102
5.68524999999999,10.717092491402,0.00014601844917367,0.000141321140820321,0.000214431816819238
5.73524999999999,11.273007911641,0.000145958571300418,0.000147794637199572,0.000151729951309152
5.78524999999999,11.8253990071201,0.000146072337201468,0.000147824098477512,0.000152228480216172
5.83524999999999,12.314539106948,0.000146151653743449,0.000147827875958451,0.000151481667919036
5.88524999999999,12.7561384032663,0.000146152580102328,0.00014783755054806,0.000151479826773523
5.93524999999999,13.182813378172,0.000146068090310338,0.000147838248983433,0.000151185683106997
5.98524999999999,13.5733488220577,0.000146220988246456,0.00014784754226599,0.00015131424391264
6.03524999999999,13.9340676909462,0.000146096577068601,0.000147840596224784,0.000151206701326736
6.08524999999999,14.2775175557861,0.000145867363860013,0.00014783337540476,0.000150738715131297
6.13524999999999,14.6017967829252,0.000146142561365417,0.000147848283807769,0.000151069611261161
6.18524999999999,14.9106315020101,0.000145899403211895,0.00014782287391283,0.000150598719937965
6.20889999999999,15.0534067947654,0.000145823976215598,0.000147820419760554,0.000150627770759953
6.20939999999999,15.0563395753819,0.000145853186425656,0.000147822088898538,0.000150361101966374
6.20989999999999,15.0417453862192,0.000152410862228785,0.000148125677179244,0.000137715662337732
